gid,objectname,the_geom_text,geom_type,properties
17639,IN CS. HCR,"LINESTRING(117.441263665163 0.610120023950262,117.441410986989 0.610011472962252,117.441914428395 0.609938054423813,117.441800303074 0.610373671247854,117.441306300129 0.61138856165119,117.440897741105 0.611743722654158)",road,311.819
28384,JL. DAGO RAYA 01,"LINESTRING(117.452633702595 0.640062143301584,117.453133133826 0.640207554432532,117.453394313512 0.64027751327714,117.453580870431 0.640310160737957,117.453823793217 0.640274755350117)",road,136.355
9957,JL. RO TAMRIN 15100,"LINESTRING(117.475143499004 0.668631592992851,117.475146695219 0.668629716887147,117.475087217446 0.668295154415665,117.475273085486 0.667975461387359,117.475463923718 0.667815966447229)",road,106.562
33710,JL. RO RAJAWALI 16900,"LINESTRING(117.476014802175 0.68244002847155,117.476071080961 0.684285478536318)",road,204.156
33747,JL RO TAMRIN 15300,"LINESTRING(117.475143499004 0.668631592992851,117.475596782193 0.669327221358709,117.475870893656 0.669710977406956,117.476042213321 0.670067322308898,117.476186121839 0.670454504750433)",road,233.741
36556,JL. RO TOKYO 10,"LINESTRING(117.448255395983 0.71072578917272,117.448195493936 0.710182272673275,117.448030664074 0.709196236891638,117.448042437636 0.708843030044485,117.448082335207 0.70842969011296,117.44852515366 0.707494957244516,117.448682924833 0.70720541126158,117.4487800511 0.706600565148342)",road,474.803
5011,JL. RO MELAWAN 01,"LINESTRING(117.468675239046 0.569404724867831,117.468282973739 0.570094285987104,117.468080647422 0.570598037223938,117.46782421558 0.571767092571891,117.467083953038 0.574513227806269)",road,594.964
26004,JL. RO KENARI 10,"LINESTRING(117.48573520606 0.712849840427765,117.487525707255 0.712614105668437)",road,201
32464,JL. RO BEIJING 03,"LINESTRING(117.453995457061 0.712441792703384,117.454007580975 0.712250101848666,117.454007580975 0.71196497351693,117.45389702101 0.711429630526731,117.453834457008 0.710979912222231)",road,163.441
33750,JL RO TAMRIN 15900,"LINESTRING(117.476314993677 0.675381549563006,117.475826350544 0.67375754787998)",road,187.63
25422,JL. RO TULIP 11100,"LINESTRING(117.465086153565 0.642387866482811,117.464525210352 0.642824045607133,117.464436388098 0.643067812699992,117.464436388098 0.643067812699992)",road,107.609
17640,IN CS. MERAK,"LINESTRING(117.468675239046 0.569404724867831,117.468717593232 0.569624580049948,117.46902646945 0.569764387180293,117.469224143446 0.569705970309575)",road,85.393
36555,JL. DISP HIDROS 3,"LINESTRING(117.448106242444 0.71544071934285,117.448101121135 0.715524793739158,117.448208295127 0.714585445220064,117.448127097419 0.713804954706391,117.448069599373 0.713494792241517,117.447766990454 0.7130030527483,117.447723873361 0.712897700575934,117.44769179872 0.712384506320323,117.447705544994 0.711852983698439,117.447774276368 0.711458923823594,117.448149996087 0.71097102877292,117.448255395983 0.71072578917272)",road,569.786
34213,IN DISP. SUPPORT TW 02,"LINESTRING(117.501539533247 0.724674479157746,117.501798621397 0.725163205771029)",road,61.254
5012,JL. RO MELAWAN 02,"LINESTRING(117.464410237031 0.579832987223047,117.46579446345 0.577689192903419,117.467083953038 0.574513227806269)",road,662.108
33708,JL. RO RAJAWALI 17300,"LINESTRING(117.476143423168 0.688027160412349,117.476132467486 0.686117485857505)",road,211.165
33709,JL. RO RAJAWALI 17100,"LINESTRING(117.476071080961 0.684285478536318,117.476132467486 0.686117485857505)",road,202.688
28386,IN DISP. DAGO 60,"LINESTRING(117.453823793217 0.640274755350117,117.454387729106 0.63969452290541,117.454639580946 0.639307417298582,117.454737523329 0.638957623075544,117.454798154328 0.638244042860548,117.454868113172 0.637749667025321,117.454975383401 0.637343905726597,117.455079918197 0.637089222168923,117.455231899164 0.636919488735978,117.45550707062 0.636765579277842,117.455734474854 0.636691639607222,117.456639261624 0.636269400747629,117.456978192477 0.636225562464044,117.457140291615 0.636301899990264,117.457316329179 0.636250442856092,117.457402993826 0.636109612804674,117.457411118637 0.635928158699962,117.457313620909 0.635649206867345)",road,739.803
32468,JL. RO TOKYO 02,"LINESTRING(117.453101684706 0.709973726931826,117.45254952075 0.709199063327353)",road,105.427
32465,JL. RO BEIJING 04,"LINESTRING(117.453254856817 0.71387147317394,117.453809736827 0.713018202660691,117.453914477847 0.7127388932745,117.453995457061 0.712441792703384)",road,179.846
32466,JL. RO TOKYO UTR 005,"LINESTRING(117.453144637759 0.714254895335197,117.453254856817 0.71387147317394)",road,44.136
33748,JL RO TAMRIN 15500,"LINESTRING(117.475720132352 0.672325315485633,117.476059345287 0.671383057331457,117.476150959006 0.671038473479923,117.476210106592 0.67085196637183,117.476220385772 0.670697778673874,117.476186121839 0.670454504750433)",road,216.169
34594,JL. RO RAJAWALI 17400,"LINESTRING(117.476175565652 0.689104434015463,117.476143423168 0.688027160412349)",road,119.173
37108,IN FRONT EX1306,"LINESTRING(117.468812001684 0.701043264378785,117.468573284523 0.701055200367007,117.468201758681 0.70108427630245,117.467946536581 0.701087506961944,117.467688083822 0.701229655979666,117.467565318761 0.701475186101185,117.467565180147 0.701914069695101,117.467499564437 0.7022898687609,117.467318438172 0.702589958011677)",road,289.22
37162,JL. RANGKONG 13,"LINESTRING(117.470568577372 0.697923800725913,117.470638848039 0.697429601219274)",road,55.203
32463,JL. RO BEIJING 02,"LINESTRING(117.453834457008 0.710979912222231,117.453806522923 0.710589429270268,117.45388691003 0.710386448979562)",road,67.452
7736,IN CRUSHER 7 02,"LINESTRING(117.442217155383 0.607000518518321,117.442072473212 0.606993369307025,117.441951670729 0.607028990552162,117.441536639949 0.607526450386256)",road,101.969
37161,JL. RANGKONG 12,"LINESTRING(117.468812001684 0.701043264378785,117.46909503938 0.700959251517271,117.46957305282 0.70098704299632,117.469934342047 0.70098148470051,117.470568577372 0.697923800725913)",road,471.757
36895,IN  DISP. SRIGUNTING RL40,"LINESTRING(117.436062987238 0.681483062437029,117.435875299799 0.681290033373019,117.435697242172 0.681025118367418,117.435593013317 0.680621231555599,117.435627127805 0.680256286649857,117.435803191689 0.679946841036076,117.436069955149 0.6798187945752,117.43646476507 0.67973343026795,117.436892464095 0.679698514487271,117.43722923516 0.679615264905077,117.437763332704 0.679252004241742,117.438070774429 0.679160061404209,117.438520822236 0.679204967500247,117.438911220387 0.679545265801635,117.439171233215 0.6799908013145,117.439341444362 0.680355941504558,117.439489641663 0.68086690009062,117.439799746791 0.681073636842984)",road,772.82
33745,JL RO TAMRIN 14800,"LINESTRING(117.476949529212 0.666614373768411,117.476936379153 0.666610875970375,117.477691373358 0.665734995777684,117.477998191913 0.664859320219349)",road,232.417
34593,IN LIMING KURCICA,"LINESTRING(117.477482925656 0.687534577874052,117.476143423168 0.688027160412349)",road,158.739
33746,JL RO TAMRIN 15000,"LINESTRING(117.475463923718 0.667815966447229,117.476949529212 0.666614373768411)",road,212.13
20869,IN  SUPPORT GERDAS BAWAH,"LINESTRING(117.457051654882 0.630614794139086,117.454907397508 0.63190642791832,117.454643199047 0.632662582134411,117.453832383081 0.633810478896189,117.453513393149 0.633834032273407)",road,558.131
26496,JL. IP ALBATROS 02,"LINESTRING(117.467737425049 0.720699921599398,117.468442967524 0.720562238186513,117.468847703094 0.720342524591605,117.469191929945 0.720084475077949)",road,178.955
2577,JL. RO KENARI 04,"LINESTRING(117.477256524002 0.703035335610858,117.477672348903 0.705439323321324)",road,269.819
36081,JL. RO SAMRAT 01,"LINESTRING(117.476186121839 0.670454504750433,117.476210106592 0.67085196637183,117.480202019945 0.6752107024902)",road,699.572
10805,IN DISP SUPPORT  M1,"LINESTRING(117.49461908659 0.552993008935434,117.494813313982 0.553595113851421,117.494237561539 0.554048472519725)",road,151.366
33975,JL. RO SAMARINDA 11,"LINESTRING(117.500078694058 0.72164894434789,117.500933067605 0.723152665068649)",road,191.549
35727,JL. RO CAMAR 02,"LINESTRING(117.465968414725 0.694147866479669,117.46614786569 0.693950166263313,117.466400313659 0.693740299879795,117.467209972323 0.693206473587132)",road,173.79
27109,JL. RO BEO 9,"LINESTRING(117.478955613521 0.71097737005256,117.478631899945 0.711176746355467,117.478136144087 0.711444240523359)",road,104.852
36090,IN MHR MAROKO2,"LINESTRING(117.462338442775 0.690460329933994,117.461395350687 0.690417341462934,117.461322218235 0.690179735302703)",road,132.59
33744,JL RO TAMRIN 14600,"LINESTRING(117.477610947311 0.662995657193222,117.47794616831 0.664241755256677,117.477997952369 0.664720757805348,117.477998191913 0.664859320219349)",road,211.349
26023,JL. RO BALIKPAPAN 04,"LINESTRING(117.490666048542 0.714190385310107,117.491483179976 0.71424461746184,117.492471790326 0.714076979811359)",road,202.746
10804,IN DISP SUPPORT M1,"LINESTRING(117.49461908659 0.552993008935434,117.49461908659 0.552993008935434)",road,0
30220,JL RO BCR 78,"LINESTRING(117.439299004107 0.604562775436823,117.43956015803 0.604987408347144,117.439549007799 0.605611821296726,117.439370604099 0.606124731933883,117.439169899937 0.606570741183584,117.43892459485 0.606827196502162,117.438913444618 0.607529661070441,117.439136449243 0.607797266620262,117.439437505487 0.6079645200889,117.439997847477 0.607948551070436)",road,494.861
23920,IN STP BELUT 3,"LINESTRING(117.437693749721 0.600089166063648,117.43763409066 0.599638364714574,117.437516945569 0.599491096600136,117.437269267377 0.599524566626145,117.437142081278 0.59958481267296,117.437034855347 0.600068337425912)",road,169.394
9977,JL. RO GARUDA 04,"LINESTRING(117.47588459923 0.693168065856003,117.475398051383 0.692410832939375)",road,99.719
29713,IN STP. MELATI,"LINESTRING(117.440897741105 0.611743722654158,117.441834738163 0.612037019728305,117.44239119563 0.612632844437508,117.442798756053 0.613668167348744)",road,322.796
20125,IN STP. BEO,"LINESTRING(117.439655633115 0.6112544618297,117.439822611251 0.611093331406064,117.43992125241 0.61097276999002,117.440074694212 0.610729455132185,117.440188679551 0.610554093072485,117.440296088812 0.610251593519501,117.440461547487 0.609997523571962)",road,167.173
9962,JL. RO BIDADARI 13600,"LINESTRING(117.472002812613 0.661702459723149,117.472067089429 0.661770854706245,117.472165898065 0.661817658796717,117.472353114426 0.661859262432693,117.472545531243 0.661843661069202,117.472855667563 0.661737760225984)",road,101.849
23728,IN STP.MELAWAN2,"LINESTRING(117.441536639949 0.607526450386256,117.441374753493 0.607455414029893,117.441174907233 0.607285733243455,117.440970938813 0.606790416935105)",road,108.048
24383,IN STP. MERAK SELATAN,"LINESTRING(117.469471747313 0.569839588876004,117.469917829217 0.56949108738799)",road,62.854
9978,JL. RO GARUDA 05C,"LINESTRING(117.475398051383 0.692410832939375,117.47532267073 0.692208675735388,117.475334948845 0.692055427902653,117.475374280641 0.691944373419933,117.475487648759 0.691699128103925)",road,83.824
20311,JL. RO PENAJAM 03,"LINESTRING(117.489246933305 0.721383066765718,117.489758589962 0.721720393202798,117.48996212006 0.721880503546795,117.490180348029 0.72221085482109)",road,140.7
30758,IN SETPOND KELAYANG,"LINESTRING(117.492755909635 0.71315420780081,117.492471790326 0.714076979811359)",road,106.824
14398,JL. RO CENDRAWASIH 01,"LINESTRING(117.47388358555 0.715144952404673,117.474068610787 0.714747490783275)",road,48.535
33627,JL. RO SAMARINDA 03,"LINESTRING(117.491715333235 0.724116449772478,117.491887344473 0.723909024456745,117.492646217579 0.723489114671236,117.493314025913 0.723281689355503,117.494416921494 0.722882016186163,117.495514076715 0.722343681210691)",road,470.396
36942,IN MHR COKRO,"LINESTRING(117.453254879562 0.649948947599957,117.453808925016 0.649941247491921)",road,61.678
15569,IN STP. ELANG 02,"LINESTRING(117.442165597455 0.608324462743818,117.442269251565 0.608417751442322,117.442518021427 0.60854213637366,117.442792346333 0.608589515983726)",road,77.378
29290,JL. RO JUANDA 12700,"LINESTRING(117.467877118116 0.653781675011451,117.468230036624 0.654278502038199,117.468577893664 0.655370685041551)",road,194.36
36822,JL. SUTAN SJAHRIR 02,"LINESTRING(117.463358066742 0.57885677444416,117.461955268463 0.578106706792891)",road,176.81
36823,JL. SUTAN SJAHRIR 03,"LINESTRING(117.461955268463 0.578106706792891,117.460889075454 0.577754443400865,117.460065785066 0.577808970015288)",road,216.752
29293,JL. RO JUANDA 13300,"LINESTRING(117.469959042957 0.658603654616265,117.470938964523 0.660169985937666)",road,204.682
31870,JL. RO ADAM MALIK 900,"LINESTRING(117.45886647943 0.586230548600045,117.459999341092 0.584875702872703)",road,195.82
36829,JL. SUTAN SJAHRIR 09,"LINESTRING(117.45361863869 0.578742260298928,117.453271665792 0.578939173584812,117.452933814979 0.578894126809757,117.452695067071 0.578853584712207,117.452141406216 0.579154511221763)",road,179.264
36830,JL. SUTAN SJAHRIR 10,"LINESTRING(117.452141406216 0.579154511221763,117.451555383662 0.579488744240483,117.45134366382 0.579610370533131,117.451168035982 0.579566762144598)",road,122.245
29286,JL. RO TULIP 12100,"LINESTRING(117.46403613124 0.650430662375873,117.464262273197 0.651434595609231,117.464478135974 0.651931422635979,117.464611911894 0.652176295056034)",road,204.69
11700,JL. RO SAKURA 10500,"LINESTRING(117.469296534729 0.638938874380488,117.468926248761 0.639222213746804)",road,51.773
29288,JL. RO JUANDA 12300,"LINESTRING(117.464611911894 0.652176295056034,117.466108799955 0.653248807635712)",road,204.517
17507,IN SUPPORT CMD. WS THIES,"LINESTRING(117.431171380264 0.602713118510374,117.427204483381 0.60198869479063,117.424023293901 0.605169884270563,117.420456505696 0.605603682836008,117.415058123548 0.609989868331068,117.412744531199 0.611002064983774,117.407336331884 0.611764640331449)",road,3008.72
4051,JL. RO MALAGA 03,"LINESTRING(117.43702226231 0.614097151415052,117.437090834228 0.613867366957362,117.437295625016 0.613539035890996,117.439009143241 0.611597942698705)",road,356.538
25745,JL. RO BALIKPAPAN 02,"LINESTRING(117.488876700853 0.715885078948471,117.489048643592 0.714918905964624,117.489204794614 0.714478843994386,117.489897434009 0.713792032593971)",road,268.426
21232,JL. RO KELADI 1,"LINESTRING(117.486146165373 0.698526841509115,117.486536141291 0.698016158759373,117.486851836082 0.697394054318777)",road,148.47
35470,IN SUPPORT BALIKPAPAN,"LINESTRING(117.498435093686 0.717467976074362,117.498952424199 0.717410371489154)",road,57.936
4052,JL. RO MALAGA 02,"LINESTRING(117.439009143241 0.611597942698705,117.439202185892 0.611492096335233,117.439655633115 0.6112544618297)",road,81.373
4054,JL. RO ELANG 5100,"LINESTRING(117.440897741105 0.611743722654158,117.441068139227 0.610640147418134,117.441263665163 0.610120023950262)",road,184.985
4058,JL. RO HASSANUDIN 4100,"LINESTRING(117.444026153861 0.604502612152627,117.444585297167 0.604449725927787,117.444930725476 0.60444551850531)",road,100.968
8825,JL. RO HOS COKRO AMINOTO 02,"LINESTRING(117.453891607816 0.652119572746154,117.454267730654 0.653779903947992)",road,188.303
37186,JL. RO ROMA 08,"LINESTRING(117.454656972585 0.698857924478669,117.454895714275 0.698960376519962,117.454895714275 0.699129026913814,117.45478072537 0.699405000285571,117.454328435677 0.699696305511315,117.453745825226 0.699795962562227,117.453226252741 0.699972831225991,117.453048345583 0.700090377027173)",road,290.915
37083,IN FRONT EX1724,"LINESTRING(117.455209566884 0.708696234183098,117.455879436066 0.708007581225895,117.456162130923 0.707682252993437,117.45631662728 0.707220588822095,117.456137139565 0.706712769922044)",road,267.836
12493,JL. RO CENDRAWASIH,"LINESTRING(117.466161225073 0.662193042835793,117.466812243773 0.663363904827074)",road,148.368
35773,JL. MANILA 06,"LINESTRING(117.45683204467 0.701833095335319,117.457416029414 0.703818925797948)",road,229.002
36821,JL. SUTAN SJAHRIR 01,"LINESTRING(117.464410237031 0.579832987223047,117.463358066742 0.57885677444416)",road,159.277
8833,JL. RO TULIP 11900,"LINESTRING(117.463950471408 0.648731171305069,117.463909354688 0.649543226514304,117.46403613124 0.650430662375873)",road,189.046
33792,JL. RO PARIS 07,"LINESTRING(117.448501720838 0.703821230159146,117.448597247242 0.704222942409098)",road,45.674
36826,JL. SUTAN SJAHRIR 06,"LINESTRING(117.457300268459 0.57792348416052,117.456555575693 0.5780292287287,117.455891744473 0.578026546891229)",road,157.609
