gid,objectname,the_geom_text,geom_type,properties
507,STP. BELUT 2,"POLYGON((117.43866236951 0.602304226657245,117.438376339042 0.602045878649392,117.438160919862 0.601603275536602,117.438042297365 0.601247408044584,117.43805847316 0.600859188962382,117.438431244838 0.600642415741849,117.43906143662 0.600536582007551,117.439412612193 0.60078192384615,117.439659876874 0.601171921000822,117.439875554142 0.601791993146006,117.439767715508 0.6021963880233,117.439525078581 0.602449808813071,117.439172024444 0.602623759586672,117.438861870983 0.602503728130043,117.43866236951 0.602304226657245))",disposal,3.29
2600,ZONE_KELADI_RL20_FD,"POLYGON((117.497325589879 0.702602230392657,117.497473984472 0.702346918415303,117.498092434414 0.701282568208678,117.498394435036 0.700762896814448,117.499881380911 0.698204005531862,117.500008722466 0.697984883734811,117.500037509157 0.697995483683425,117.500124864331 0.698089056018423,117.500262200831 0.698137813437442,117.500347740693 0.698317042508608,117.500486899569 0.698346855400045,117.500607299286 0.698176931676661,117.500711543138 0.698034286249665,117.500792139284 0.697950738052386,117.500936198243 0.697830986197186,117.501130676026 0.69772452795662,117.501275819811 0.697835057095376,117.501357344719 0.697950677438331,117.50149546117 0.698066291702129,117.501610255748 0.698092859320288,117.501645582996 0.698169184654112,117.501558267898 0.698453892542035,117.501540515454 0.698510437894924,117.501520579691 0.698572067869269,117.501496294085 0.698632712193527,117.50143614039 0.698771399375144,117.501427640574 0.698789774646881,117.501423920828 0.698798252040104,117.501343824264 0.698931567477452,117.501303185614 0.699024438802664,117.501296303096 0.699039285589906,117.5012770033 0.699080985064096,117.501239095654 0.699163832074542,117.50119957026 0.699245964550282,117.50115458037 0.699324705006992,117.501108529943 0.699402875620339,117.501061634688 0.699480630165319,117.501015440453 0.699558665091091,117.500968832797 0.69963656435764,117.500922566663 0.699714599292387,117.500877504885 0.699793475464866,117.500832434104 0.699872215934658,117.500786877991 0.699950676001722,117.500743146372 0.700030266742346,117.500702218882 0.700111413257995,117.500660239845 0.700191989929308,117.500616157698 0.700271300253981,117.500570529684 0.700349760331922,117.500522789588 0.700427089768462,117.500473224981 0.700503143781429,117.500424019885 0.700579478211887,117.500376917883 0.700656952332916,117.500331074159 0.700735267685907,117.500284115979 0.700813022248255,117.500236519654 0.700890206921789,117.500189345766 0.700967816757317,117.500142729091 0.701045571284804,117.500096606749 0.701123741919609,117.500052030287 0.701202907553683,117.500008091921 0.701282217871028,117.49996274251 0.701360822678359,117.499917671726 0.701439698864957,117.499872816631 0.701518584075942,117.499827260499 0.701597044156119,117.499782117801 0.701675784648022,117.499736840282 0.701754389450743,117.499691356043 0.701832840478103,117.499645862832 0.701911445305265,117.499599677555 0.701989480249383,117.499553555202 0.702067659938617,117.499508061988 0.702146255720693,117.499462712551 0.702224715783616,117.499416599183 0.702302895473746,117.499369137676 0.702380360600114,117.499321262719 0.702457409611669,117.499272965353 0.702534313918,117.499224811779 0.702611218209473,117.499176936833 0.702688402927174,117.499130814456 0.7027664378707,117.49908602227 0.70284545878981,117.499040744737 0.702924063601838,117.498994343758 0.70300209857719,117.498946190178 0.703079002872344,117.498892419329 0.703152650868627,117.498837021713 0.703225321969336,117.498781003957 0.70329770363474,117.498728356548 0.703371921470019,117.498678297597 0.703447830808039,117.49862867004 0.703523893898489,117.498584722674 0.703603339939767,117.498578549827 0.703615354960376,117.497826462093 0.7031530549149,117.497807691095 0.702926883021236,117.497811750731 0.702818174358218,117.497816097028 0.702700708210791,117.497566571972 0.702796569382806,117.497522048835 0.702700739744029,117.497414969 0.70262709994636,117.497325589879 0.702602230392657))",disposal,11.9
323,DISP. HIGHRISK PERI,"POLYGON((117.434045813943 0.595058189465408,117.433852077263 0.596063775090243,117.433378411855 0.596832894423895,117.432901844975 0.59693097737221,117.432292958267 0.596746466248387,117.432008018177 0.596327829672578,117.430909124838 0.596008421753096,117.430641583708 0.595251926145422,117.430355591466 0.594292468301542,117.431139763743 0.593093145996693,117.432422116053 0.592299748164255,117.433436927234 0.593028567103355,117.434147295061 0.593914220497705,117.434045813943 0.595058189465408))",disposal,14.79
2359,DISP. HYDROS 2 DEKAT,"POLYGON((117.447569853631 0.696336750421252,117.447822373145 0.696391349235109,117.447952045328 0.696739416673441,117.447631277297 0.696691642711317,117.447569853631 0.696336750421252))",disposal,0.12
34270,MHR MAROKO2,"POLYGON((117.460940880482 0.690197969727402,117.461226221244 0.689842174456234,117.461709718035 0.689996553578934,117.461759036192 0.690348826124645,117.461357445489 0.690341780673731,117.460940880482 0.690197969727402))",disposal,0.34
276,CRUSHER 7,"POLYGON((117.44158470382 0.607467062531932,117.442199656386 0.606503524739153,117.442729115107 0.606918711793838,117.44237759975 0.60729833342984,117.442017435192 0.607257819674299,117.441768335111 0.607571046515673,117.44158470382 0.607467062531932))",disposal,0.61
34109,ZONE_CDS_HYDROS2_RL40_FD,"POLYGON((117.445117552562 0.712270884483817,117.445108352875 0.712210243170321,117.445116342801 0.712120061649517,117.445119219098 0.712030577246761,117.445121313513 0.711941092920019,117.445122500239 0.711851753433885,117.445120802074 0.711762278522644,117.44511911291 0.711672939315825,117.44511735185 0.711583600115913,117.445115653687 0.711494116157416,117.445113892629 0.711404776957348,117.445112194469 0.711315292998696,117.445108258534 0.711226098761999,117.445106560376 0.711136614803166,117.445104871207 0.711047139890409,117.445092927727 0.710958082135766,117.445091229573 0.710868598176573,117.445089468523 0.710779258975805,117.445137699086 0.710742360529075,117.445209168729 0.710687510530307,117.445209384502 0.710688360929706,117.445228198149 0.710725108119063,117.445241549349 0.71078009464021,117.445254332193 0.710812463654336,117.445288039491 0.710869293792242,117.445299274986 0.710885405452661,117.445319776678 0.710906039725819,117.445335991684 0.710928655713341,117.445377925122 0.711015584501573,117.445411631544 0.711063222859752,117.445432206517 0.711098278081579,117.445445337573 0.711106762915164,117.445461550088 0.711103368706182,117.445472153786 0.711091344180623,117.445478119757 0.71107565606065,117.445490268801 0.711058972167407,117.445500659477 0.711074803450889,117.445528328547 0.711143503866484,117.445535215382 0.711171349938522,117.445539220674 0.711233973052293,117.445542525469 0.71130182541415,117.445543020847 0.711313134146504,117.445540076312 0.711347060774154,117.445545345934 0.711379855725435,117.445567398059 0.711448837142856,117.4455801851 0.71152488518649,117.445594658763 0.711663701320532,117.445600206013 0.711686318341885,117.445629348906 0.711754168189825,117.44567008387 0.711807740705147,117.44571502347 0.711847172311648,117.445737492843 0.711862441502228,117.445766486624 0.711874878339188,117.445771402806 0.711876994864441,117.445777824776 0.712211173214876,117.446232950826 0.712285196864437,117.446234145875 0.712376092193077,117.446237311532 0.712398709443231,117.446245671049 0.712413835251586,117.446254309209 0.712429386242828,117.446265546562 0.712464722820912,117.446282684977 0.71255702793003,117.446299261592 0.712601555762782,117.446344203954 0.712669548807155,117.446418286186 0.712773718053208,117.446328127681 0.712781217784694,117.446240295503 0.712774730589395,117.446152526152 0.712767383918886,117.446063849654 0.712765836477146,117.445973978612 0.712772069590561,117.445884035669 0.712778293662346,117.445795008873 0.712778872300255,117.445704715646 0.712787358158916,117.445679794565 0.712790753220694,117.445476241079 0.712757552371412,117.445117552562 0.712270884483817))",disposal,1.5
34226,DISP. HYDROS 3 RL90,"POLYGON((117.450344750554 0.715211842414631,117.45038647394 0.714832396605599,117.450708715082 0.714836374891302,117.450860347116 0.715190817545511,117.450608836275 0.715334104322483,117.450344750554 0.715211842414631))",disposal,0.23
2045,DISP. HYDROS 3 BAROKAH,"POLYGON((117.453088068589 0.71119333739392,117.453009762838 0.711184015280626,117.453019084951 0.711094522993,117.453097390703 0.711141133559472,117.453088068589 0.71119333739392))",disposal,0.01
252,STB. OFFHIRE,"POLYGON((117.455720689477 0.625371245733723,117.455893640451 0.625336843645979,117.456066591426 0.625371245733723,117.456213212182 0.625469214590952,117.456311181039 0.625615835347242,117.456345583127 0.62578878632157,117.456311181039 0.625961737295897,117.456213212182 0.626108358052188,117.456066591426 0.626206326909417,117.455893640451 0.626240728997161,117.455720689477 0.626206326909417,117.455574068721 0.626108358052188,117.455476099863 0.625961737295897,117.455441697776 0.62578878632157,117.455476099863 0.625615835347242,117.455574068721 0.625469214590952,117.455720689477 0.625371245733723))",disposal,0.77
34354,SUPPORT JL. HIMALAYA,"POLYGON((117.432900027218 0.645683385089346,117.433642255738 0.645555230524755,117.434144506647 0.649494026105255,117.433157251565 0.649608339851601,117.432900027218 0.645683385089346))",disposal,4.24
274,CRUSHER 8,"POLYGON((117.441540689777 0.606956802349313,117.441351613961 0.606730566012796,117.441270246833 0.606606369238938,117.441567353165 0.60616451879542,117.441858638949 0.606324946022379,117.442199656386 0.606503524739153,117.44158470382 0.607467062531932,117.441390010404 0.607343166721517,117.441540689777 0.606956802349313))",disposal,0.73
1472,PSV SUPERNOVA,"POLYGON((117.490898271874 0.690666758731479,117.490090329657 0.690887312026229,117.489434558498 0.690164852274235,117.489656853806 0.689064490498123,117.490451936526 0.688531934767032,117.491023969952 0.688653244177757,117.491502517899 0.689214946134062,117.491535249161 0.690042589854667,117.490898271874 0.690666758731479))",disposal,4.39
2162,DISP. UNDERPASS MELATI MJ,"POLYGON((117.440549696982 0.617075865240231,117.440742228052 0.616847864621548,117.441116318494 0.616815131707809,117.441172187277 0.617752932533769,117.440672008747 0.61754279764546,117.440549696982 0.617075865240231))",disposal,0.51
250,STB. POOLING LAS VEGAS,"POLYGON((117.455933334365 0.624442696387386,117.45610628534 0.624408294299642,117.456279236314 0.624442696387386,117.45642585707 0.624540665244615,117.456523825928 0.624687286000905,117.456558228015 0.624860236975233,117.456523825928 0.62503318794956,117.45642585707 0.625179808705851,117.456279236314 0.62527777756308,117.45610628534 0.625312179650824,117.455933334365 0.62527777756308,117.455786713609 0.625179808705851,117.455688744752 0.62503318794956,117.455654342664 0.624860236975233,117.455688744752 0.624687286000905,117.455786713609 0.624540665244615,117.455933334365 0.624442696387386))",disposal,0.77
288,CRUSHER 6,"POLYGON((117.50347231221 0.553352867123273,117.503645263184 0.553318465035529,117.503818214158 0.553352867123273,117.503964834915 0.553450835980501,117.504062803772 0.553597456736792,117.50409720586 0.55377040771112,117.504062803772 0.553943358685447,117.503964834915 0.554089979441738,117.503818214158 0.554187948298966,117.503645263184 0.554222350386711,117.50347231221 0.554187948298966,117.503325691454 0.554089979441738,117.503227722596 0.553943358685447,117.503193320509 0.55377040771112,117.503227722596 0.553597456736792,117.503325691454 0.553450835980501,117.50347231221 0.553352867123273))",disposal,0.77
2401,UNDERPAS PDY,"POLYGON((117.473577528099 0.684787048850596,117.473555907235 0.683057379758875,117.474161291417 0.683057379758875,117.474139670554 0.683414124009042,117.478236824215 0.683370882281749,117.478247634646 0.682970896304289,117.47874491451 0.682927654576996,117.478723293647 0.684689754964187,117.478161151192 0.684722186259657,117.478161151192 0.684365442009489,117.474204533144 0.684451925464075,117.474193722713 0.684743807123303,117.473577528099 0.684787048850596))",disposal,7.46
976,MUD,"POLYGON((117.457780559831 0.619960496976546,117.458232502507 0.619508554300955,117.458684445183 0.619960496976546,117.458232502507 0.620412439652137,117.457780559831 0.619960496976546))",disposal,0.5
448,DISP. REHAB MALAGA,"POLYGON((117.439101150553 0.617169555007958,117.438687034301 0.615998128231226,117.439556334127 0.615829332148533,117.44047593293 0.615710602281308,117.440273717478 0.617103742572868,117.439101150553 0.617169555007958))",disposal,2.39
2196,STP. BELUT 1,"POLYGON((117.43696849504 0.601800987867605,117.437724750343 0.601714765626126,117.437851828714 0.60308667119712,117.436833973008 0.60316461510257,117.436611169351 0.60182965890299,117.43696849504 0.601800987867605))",disposal,1.79
270,BD. PLAN SERVICE,"POLYGON((117.457088704926 0.620522942276512,117.4572616559 0.620488540188768,117.457434606875 0.620522942276512,117.457581227631 0.620620911133741,117.457679196488 0.620767531890032,117.457713598576 0.620940482864359,117.457679196488 0.621113433838687,117.457581227631 0.621260054594977,117.457434606875 0.621358023452206,117.4572616559 0.62139242553995,117.457088704926 0.621358023452206,117.45694208417 0.621260054594977,117.456844115313 0.621113433838687,117.456809713225 0.620940482864359,117.456844115313 0.620767531890032,117.45694208417 0.620620911133741,117.457088704926 0.620522942276512))",disposal,0.77
462,STP. MELAWAN 2,"POLYGON((117.440647396097 0.606728646419509,117.440870930261 0.606476726964836,117.441105108909 0.606444793512835,117.441495071873 0.606910606947621,117.440824479121 0.608326749206877,117.440075606576 0.607908547734813,117.440647396097 0.606728646419509))",disposal,1.74
2174,CS MHR SOEDIRMAN,"POLYGON((117.454466417389 0.635490382768527,117.454677852349 0.635522098012448,117.454631421807 0.63600153163368,117.45459701972 0.636174482608007,117.454566848995 0.636378409598319,117.454352430106 0.636419072221527,117.454179479132 0.636453474309271,117.453358427441 0.636729688109674,117.453502606206 0.635451965955735,117.454466417389 0.635490382768527))",disposal,1.54
34176,MHR HIMALAYA 2,"POLYGON((117.436228138512 0.654216092394161,117.435699990401 0.652076063685224,117.436488783034 0.651808560096607,117.437085521809 0.654044615734791,117.436228138512 0.654216092394161))",disposal,2.37
34311,SUPPORT PARIS,"POLYGON((117.448294497245 0.710979095323297,117.44846744822 0.710944693235553,117.448640399194 0.710979095323297,117.44878701995 0.711077064180526,117.448884988807 0.711223684936817,117.448919390895 0.711396635911144,117.448884988807 0.711569586885471,117.44878701995 0.711716207641762,117.448640399194 0.711814176498991,117.44846744822 0.711848578586735,117.448294497245 0.711814176498991,117.448147876489 0.711716207641762,117.448049907632 0.711569586885471,117.448015505544 0.711396635911144,117.448049907632 0.711223684936817,117.448147876489 0.711077064180526,117.448294497245 0.710979095323297))",disposal,0.77
34178,DISP. HR KERTAJATI,"POLYGON((117.42676630553 0.632694431782233,117.427168731858 0.631845563745784,117.427602597744 0.631487152797062,117.428168509768 0.631480864885681,117.428319419641 0.632015337353074,117.428948912964 0.632339286163188,117.428552072362 0.63342382950244,117.42676630553 0.632694431782233))",disposal,3.07
2274,MHR TULIP,"POLYGON((117.46628276029 0.642234376442718,117.466775282995 0.642332345299947,117.466628662239 0.643069457618412,117.465927340777 0.642901260406764,117.46628276029 0.642234376442718))",disposal,0.56
266,BD. BINTANG,"POLYGON((117.463373988468 0.576593929762183,117.464350929348 0.574364500574778,117.464559677399 0.574372850496828,117.463532636987 0.576685778904735,117.463373988468 0.576593929762183))",disposal,0.58
464,STP. MERAK SELATAN,"POLYGON((117.469744878243 0.569073546800143,117.470090780192 0.569073546800143,117.470237400948 0.569171515657372,117.470369771893 0.56949108738799,117.470318683244 0.569799337706767,117.470118695177 0.570061715228063,117.469826045021 0.570082807131216,117.469649400332 0.569993166542819,117.469596670574 0.569866615123907,117.46930138393 0.569703152874478,117.46950028863 0.569318136413662,117.469744878243 0.569073546800143))",disposal,0.94
34181,MHR  FUJIYAMA,"POLYGON((117.441126914497 0.67300105164091,117.441511083561 0.672357202328985,117.441810417013 0.672487101751566,117.441663574187 0.673277793889018,117.441578857173 0.673452994316501,117.441126914497 0.67300105164091))",disposal,0.51
2002,DISP. OPD MERAK SELATAN,"POLYGON((117.47461966358 0.703669990648218,117.475398283955 0.703448548156147,117.476412633435 0.703198532439293,117.476912664869 0.703505694605714,117.477254966965 0.705654280012434,117.477234113647 0.706113001367193,117.475969748451 0.706441593452201,117.47479591103 0.706391915812711,117.474069629003 0.705755836057401,117.474069629003 0.70484863617053,117.47461966358 0.703669990648218))",disposal,10.18
919,WF KALAJENGKING,"POLYGON((117.453168316377 0.625479100191522,117.453447117231 0.625589197679565,117.453441229791 0.625297769408005,117.453816950489 0.625284228736237,117.453816950489 0.625623099180997,117.45347949815 0.625636297198201,117.4534980136 0.625971936403545,117.452990840644 0.626481144813735,117.452909973711 0.62619120551486,117.452469802219 0.626089630065073,117.45304602157 0.625601394998282,117.453168316377 0.625479100191522))",disposal,0.76
670,CRUSHER 5,"POLYGON((117.508327365894 0.5512341575094,117.508500316869 0.551199755421656,117.508673267843 0.5512341575094,117.508819888599 0.551332126366629,117.508917857457 0.55147874712292,117.508952259544 0.551651698097247,117.508917857457 0.551824649071575,117.508819888599 0.551971269827865,117.508673267843 0.552069238685094,117.508500316869 0.552103640772838,117.508327365894 0.552069238685094,117.508180745138 0.551971269827865,117.508082776281 0.551824649071575,117.508048374193 0.551651698097247,117.508082776281 0.55147874712292,117.508180745138 0.551332126366629,117.508327365894 0.5512341575094))",disposal,0.77
272,WATERFILL NUSANTARA,"POLYGON((117.434285714929 0.619701369039107,117.433010880403 0.620798319677383,117.43438948053 0.621524678883808,117.433084998689 0.622517863921166,117.434300538586 0.623170104841222,117.433129469661 0.624118818906757,117.434404304187 0.624904472742279,117.43302570406 0.625868010465089,117.434626659046 0.626935313788817,117.430268503807 0.626031070695103,117.426191998057 0.627365199849762,117.427422361611 0.626223778239665,117.42601411417 0.625378829775047,117.42731859601 0.624326350108593,117.425732464681 0.623674109188538,117.427096241151 0.622918102667564,117.425658346395 0.622102801517494,117.426933180921 0.621154087451958,117.425702817367 0.620398080930985,117.429942383347 0.62127267671015,117.434285714929 0.619701369039107))",disposal,50.85
1704,DISP. DAGO 60,"POLYGON((117.456165222793 0.63558538600953,117.45807219631 0.634446809301665,117.458924897158 0.635911335051602,117.457071941071 0.636909805966197,117.456165222793 0.63558538600953))",disposal,4.38
34139,ZONE_CDS_SRIGUNTING_RL90,"POLYGON((117.444477547103 0.688876757479839,117.444495104581 0.688937533755673,117.44451750832 0.689022067067633,117.444541322999 0.689106175036157,117.444564005328 0.689190563568193,117.444590551977 0.689273395647895,117.444619623971 0.689355811326255,117.444649549729 0.689438082171076,117.444679466449 0.6895197830532,117.444708960829 0.689602053936812,117.444733961767 0.689685591825861,117.444583583848 0.689800038997393,117.444408225179 0.689773735197145,117.444267938245 0.689751815363606,117.444149571144 0.689725511563358,117.444057507843 0.689769351230437,117.443931444228 0.689745178584951,117.443908624614 0.689731049270992,117.443882651829 0.689731051709462,117.443820514914 0.689731618458341,117.443733654553 0.68973360791012,117.443647090806 0.689736013495786,117.443560589902 0.689737722452897,117.443474296146 0.689744235360786,117.443387516313 0.689742406953128,117.44330101564 0.68974664907344,117.443214793647 0.689751750633815,117.443128364896 0.689756282249338,117.443042143018 0.689762650390748,117.442967019936 0.689765769607657,117.442898625008 0.68973424712108,117.442820828856 0.689695243620761,117.442743311344 0.689656656255562,117.442662846592 0.689623868309612,117.442581537116 0.689591786108881,117.442504792381 0.689551932081037,117.44242755333 0.689511797639451,117.442348634078 0.689475897362545,117.442270200026 0.689438866159523,117.442186581305 0.689411588136733,117.442111238278 0.689368621789301,117.442036317542 0.68932452452163,117.441956832117 0.689288769039625,117.441879458407 0.689250190685003,117.441800745771 0.689213304247902,117.441723084434 0.689174291658521,117.441645710725 0.689135704250607,117.44156798648 0.689096700709934,117.441491448341 0.689055571004404,117.441413373716 0.689017834076451,117.441335568589 0.688978830537017,117.44125826678 0.688940243111961,117.441205536941 0.688914382566722,117.441124712089 0.688874809340125,117.441043896238 0.688835371815901,117.441093744491 0.688799179048778,117.441166760029 0.688746446150979,117.441239775565 0.688693713253084,117.44131166793 0.688643386969869,117.441383704087 0.688593051626099,117.441455731241 0.688542580577589,117.441526994424 0.688491403931815,117.441597268904 0.688438951746868,117.44166775906 0.688386354789276,117.441753762978 0.688355387833692,117.441799751164 0.68826943676131,117.44186377878 0.688208227633987,117.441936722778 0.688159593046661,117.442009873425 0.688110388477023,117.442081837692 0.688060342644133,117.442152112145 0.688007754753468,117.442217056542 0.68794766737263,117.442251249703 0.687916850000708,117.442251456407 0.687916849981424,117.443410580321 0.687051049693233,117.444177164785 0.687940128878363,117.444477547103 0.688876757479839))",disposal,6.97
34216,SUPPORT PSV KEDASIH,"POLYGON((117.476601525221 0.679173278419053,117.477103411217 0.678450571117325,117.478524838687 0.678600575556684,117.478319925058 0.6798746037723,117.477443391766 0.680683891617349,117.476601525221 0.679173278419053))",disposal,3.35
268,BD. ANGGREK,"POLYGON((117.457662846125 0.621203405919629,117.457835797099 0.621169003831885,117.458008748074 0.621203405919629,117.45815536883 0.621301374776858,117.458253337687 0.621447995533149,117.458287739775 0.621620946507476,117.458253337687 0.621793897481804,117.45815536883 0.621940518238094,117.458008748074 0.622038487095323,117.457835797099 0.622072889183067,117.457662846125 0.622038487095323,117.457516225369 0.621940518238094,117.457418256511 0.621793897481804,117.457383854424 0.621620946507476,117.457418256511 0.621447995533149,117.457516225369 0.621301374776858,117.457662846125 0.621203405919629))",disposal,0.77
1816,STB. POOLING TAMRIN,"POLYGON((117.456714119508 0.62377063363895,117.456887070482 0.623736231551206,117.457060021456 0.62377063363895,117.457206642212 0.623868602496179,117.45730461107 0.62401522325247,117.457339013157 0.624188174226797,117.45730461107 0.624361125201125,117.457206642212 0.624507745957415,117.457060021456 0.624605714814644,117.456887070482 0.624640116902388,117.456714119508 0.624605714814644,117.456567498751 0.624507745957415,117.456469529894 0.624361125201125,117.456435127806 0.624188174226797,117.456469529894 0.62401522325247,117.456567498751 0.623868602496179,117.456714119508 0.62377063363895))",disposal,0.77
34307,DISP. IPD MERAK RL-30 TIMUR,"POLYGON((117.47027063972 0.697587734224298,117.47015459249 0.697239592535778,117.470295370673 0.696721022488841,117.470365176782 0.696344845121285,117.470293236065 0.695835076273678,117.470578714835 0.695398618005823,117.471056683764 0.695313914651251,117.471419669881 0.695546639362119,117.471786718301 0.695692455580368,117.471745849183 0.696060277647563,117.471636844444 0.696752733808613,117.471296561797 0.697241465123175,117.471100162509 0.697669397089506,117.470683252091 0.697708079499342,117.47027063972 0.697587734224298))",disposal,3.46
34352,DISP. RANGKONG,"POLYGON((117.470571820671 0.698947182958635,117.470477641839 0.698641205220889,117.470620431523 0.697889179554284,117.470683252091 0.697708079499342,117.471100162509 0.697669397089506,117.471700873461 0.697984372676639,117.471677697478 0.698471161179455,117.471436541386 0.698895218843684,117.471038688186 0.699079919800906,117.470571820671 0.698947182958635))",disposal,1.62
662,CRUSHER 3,"POLYGON((117.508018787837 0.549102616774567,117.508972476756 0.548641915167597,117.509315152802 0.549329725415834,117.508090923584 0.549208816624406,117.508018787837 0.549102616774567))",disposal,0.58
664,CRUSHER 2,"POLYGON((117.508049754784 0.549333980544684,117.508123894302 0.5492337920071,117.50934812352 0.549354700798529,117.509250868083 0.549847246813958,117.508049754784 0.549333980544684))",disposal,0.48
666,CRUSHER 1,"POLYGON((117.507981139228 0.549485892119459,117.508065297599 0.549365665874359,117.509266410898 0.549878932143633,117.508800681465 0.550371558791698,117.508613499515 0.550510985850061,117.508318458509 0.550506998809441,117.508162963924 0.550371439428336,117.508027404543 0.55012025586923,117.507967598934 0.549817240782055,117.507981139228 0.549485892119459))",disposal,1.1
504,STP. MERAK UTARA,"POLYGON((117.468392364508 0.570390375869296,117.468561678695 0.57024649095289,117.468885312071 0.570045574523742,117.469152216085 0.570015918522251,117.469425051298 0.570004056121655,117.469703817712 0.570072264925084,117.469736439314 0.570460758544615,117.46966229931 0.570979738570706,117.469353876895 0.571356369789641,117.469100962291 0.571796981509672,117.46862254623 0.572005744881691,117.468218067197 0.57185787082651,117.468131082459 0.571475137977809,117.4681006378 0.570996721916932,117.468191971776 0.570627036778981,117.468392364508 0.570390375869296))",disposal,2.93
500,STP. MELAWAN 1,"POLYGON((117.441260160551 0.608354933131973,117.441245077814 0.60821541781868,117.441490172284 0.607755394353227,117.441622146229 0.607627191092363,117.441778174746 0.60761462031728,117.442027274827 0.607301393475906,117.442387439385 0.607341907231447,117.442527110423 0.607532923988787,117.442449115804 0.607736860833867,117.442176436798 0.608260666028396,117.441810680436 0.60870937744142,117.441260160551 0.608354933131973))",disposal,1.24
34220,STB. OPTIMASI DT,"POLYGON((117.458812079932 0.622659876938545,117.458985030907 0.622625474850801,117.459157981881 0.622659876938545,117.459304602637 0.622757845795774,117.459402571494 0.622904466552064,117.459436973582 0.623077417526392,117.459402571494 0.623250368500719,117.459304602637 0.62339698925701,117.459157981881 0.623494958114239,117.458985030907 0.623529360201983,117.458812079932 0.623494958114239,117.458665459176 0.62339698925701,117.458567490319 0.623250368500719,117.458533088231 0.623077417526392,117.458567490319 0.622904466552064,117.458665459176 0.622757845795774,117.458812079932 0.622659876938545))",disposal,0.77
1653,SUPPORT TSSP THIESSS,"POLYGON((117.414179881923 0.600611538262047,117.416319417556 0.597073075483726,117.419703926617 0.596798046502954,117.421864226515 0.598958346400387,117.419055836648 0.602630856226023,117.414179881923 0.600611538262047))",disposal,33.93
668,CRUSHER 4,"POLYGON((117.507885228939 0.548998569095228,117.507808080503 0.548927313974406,117.507752261935 0.548759858268335,117.507792132341 0.548532596952954,117.507867886113 0.548357167165642,117.508031354778 0.548233568906399,117.508258616093 0.548233568906399,117.508581566384 0.548317296759435,117.508961147874 0.548618018318325,117.508007458955 0.549078719925295,117.507885228939 0.548998569095228))",disposal,0.78
1075,BD. PS KOLIBRI,"POLYGON((117.456174331906 0.620579647580105,117.45634728288 0.620545245492361,117.456520233854 0.620579647580105,117.456666854611 0.620677616437334,117.456764823468 0.620824237193625,117.456799225556 0.620997188167952,117.456764823468 0.62117013914228,117.456666854611 0.62131675989857,117.456520233854 0.621414728755799,117.45634728288 0.621449130843543,117.456174331906 0.621414728755799,117.456027711149 0.62131675989857,117.455929742292 0.62117013914228,117.455895340204 0.620997188167952,117.455929742292 0.620824237193625,117.456027711149 0.620677616437334,117.456174331906 0.620579647580105))",disposal,0.77
34192,MHR SAKURA,"POLYGON((117.461437252001 0.627973504397892,117.461541022586 0.627952863145246,117.46164479317 0.627973504397892,117.461732765624 0.62803228571223,117.461791546938 0.628120258166004,117.461812188191 0.628224028750601,117.461791546938 0.628327799335197,117.461732765624 0.628415771788971,117.46164479317 0.628474553103309,117.461541022586 0.628495194355955,117.461437252001 0.628474553103309,117.461349279547 0.628415771788971,117.461290498233 0.628327799335197,117.46126985698 0.628224028750601,117.461290498233 0.628120258166004,117.461349279547 0.62803228571223,117.461437252001 0.627973504397892))",disposal,0.28
1918,SUPPORT TW 01,"POLYGON((117.498357103832 0.716099007596973,117.498809046507 0.715647064921382,117.499260989183 0.716099007596973,117.498809046507 0.716550950272564,117.498357103832 0.716099007596973))",disposal,0.5
432,M1 ORICA,"POLYGON((117.494070675572 0.555055003508661,117.493481359501 0.553318346413762,117.495113712866 0.553214042684339,117.495504851851 0.554976775711593,117.494070675572 0.555055003508661))",disposal,3.36
2019,DISP. TAHA RL -110,"POLYGON((117.469377675545 0.669679014414994,117.469321525195 0.670634328695432,117.468980524395 0.671964659805856,117.467870122202 0.671907923927359,117.468126068585 0.669822810047594,117.468745475756 0.669427755524509,117.469377675545 0.669679014414994))",disposal,3.56
2505,ESCORT POINT 9,"POLYGON((117.465793938584 0.575185188450582,117.466619602565 0.575270704639473,117.466663232183 0.57528205259449,117.466156558199 0.575893041809915,117.465793938584 0.575185188450582))",disposal,0.36
498,STP. BEO,"POLYGON((117.441154578446 0.609953741326035,117.440828315247 0.610797062723175,117.440725739092 0.611000657270902,117.440595473735 0.611419912686469,117.439182320914 0.61104584282194,117.439666590064 0.60946333795177,117.441154578446 0.609953741326035))",disposal,2.98
2516,ESCORT POIN 3,"POLYGON((117.441127293134 0.614635939759993,117.441892168973 0.614600958348215,117.441541985172 0.615313769029493,117.441114709033 0.614668099129547,117.441127293134 0.614635939759993))",disposal,0.34
2514,ESCORT POINT 5,"POLYGON((117.475282891315 0.6894113475108,117.476021908271 0.689448559477188,117.475618014511 0.690116303430927,117.475282891315 0.6894113475108))",disposal,0.31
1402,BD. PS HELIOS,"POLYGON((117.455091615748 0.621609293479894,117.455543558424 0.621157350804303,117.4559955011 0.621609293479894,117.455543558424 0.622061236155485,117.455091615748 0.621609293479894))",disposal,0.5
2336,DISP. KERTAJATI RL110,"POLYGON((117.427124933846 0.63321230481588,117.428274563792 0.630527362617869,117.431895051368 0.634076914806041,117.431130325909 0.635110096393044,117.427124933846 0.63321230481588))",disposal,11.93
